row_index,tuna_original_score,tuna_retrained_seed20260803_score,tuna_retrained_seed20260817_score,tuna_retrained_seed20260831_score,tuna_retrained_score
240,0.5996826887130737,-13.657423973083496,-13.082613945007324,-11.915504455566406,-12.885180791219076
241,0.8458292484283447,-8.708391189575195,-7.094951629638672,-11.036808013916016,-8.946716944376627
242,0.6928394436836243,-6.740264892578125,-8.322669982910156,-12.102608680725098,-9.055181185404459
243,0.7066605687141418,-9.055943489074707,-9.85466194152832,-10.678035736083984,-9.86288038889567
244,0.6854462623596191,-5.365915298461914,-4.004000186920166,-8.774490356445312,-6.048135280609131
245,0.55748051404953,-7.736071586608887,-8.118698120117188,-9.368144989013672,-8.407638231913248
246,0.665968120098114,-9.853860855102539,-7.732698917388916,-8.094194412231445,-8.560251394907633
247,0.5676339268684387,-10.06607437133789,-8.707500457763672,-12.445029258728027,-10.406201362609863
248,0.7084349393844604,-7.959909915924072,-9.024664878845215,-8.18922233581543,-8.391265710194906
249,0.6831738352775574,-12.7765474319458,-11.481239318847656,-9.923467636108398,-11.393751462300619
250,0.6895190477371216,-7.510031223297119,-5.243592262268066,-10.545866012573242,-7.766496499379476
251,0.655896782875061,-8.795886039733887,-10.465194702148438,-11.679035186767578,-10.313371976216635
252,0.6748629212379456,-5.223499298095703,-5.877108097076416,-9.97773265838623,-7.026113351186116
253,0.6162862777709961,-8.77189826965332,-6.9548163414001465,-4.506632328033447,-6.744448979695638
254,0.6493965983390808,-8.357280731201172,-10.815396308898926,-10.389448165893555,-9.854041735331217
255,0.29219457507133484,-11.516231536865234,-8.763012886047363,-11.26511287689209,-10.514785766601562
256,0.17923462390899658,-10.23139762878418,-12.324041366577148,-13.58449649810791,-12.046645164489746
257,0.49584075808525085,-11.727296829223633,-8.785131454467773,-9.967550277709961,-10.159992853800455
258,0.5796648859977722,-8.691625595092773,-10.303434371948242,-9.236394882202148,-9.41048494974772
259,0.2546849250793457,-11.086896896362305,-7.967043876647949,-13.205696105957031,-10.753212292989096
260,0.3287011682987213,-10.063508033752441,-9.758910179138184,-10.46226978302002,-10.094895998636881
261,0.20494750142097473,-10.213912963867188,-13.839005470275879,-14.423050880432129,-12.825323104858398
262,0.5021544098854065,-13.144265174865723,-15.23898983001709,-11.76431941986084,-13.382524808247885
263,0.26141059398651123,-8.555831909179688,-8.630043983459473,-10.256329536437988,-9.147401809692383
264,0.25532349944114685,-12.871606826782227,-14.177189826965332,-10.412418365478516,-12.487071673075357
265,0.6967401504516602,-15.48655891418457,-11.41917610168457,-9.917654991149902,-12.274463335673014
266,0.6911037564277649,-7.553396224975586,-9.352837562561035,-9.435790061950684,-8.780674616495768
267,0.6307580471038818,-10.173532485961914,-13.347024917602539,-4.041897296905518,-9.187484900156656
268,0.6350103616714478,-10.079717636108398,-10.063641548156738,-10.623506546020508,-10.255621910095215
269,0.502740204334259,-9.687384605407715,-13.030964851379395,-13.931267738342285,-12.216539065043131
270,0.7552250623703003,-7.544753074645996,-6.85690975189209,-8.541824340820312,-7.647829055786133
271,0.6444318294525146,-8.090447425842285,-10.623893737792969,-11.36292552947998,-10.025755564371744
272,0.40919065475463867,-6.874700546264648,-6.181471347808838,-9.094029426574707,-7.3834004402160645
273,0.43518513441085815,-13.639487266540527,-10.09532356262207,-8.658418655395508,-10.797743161519369
274,0.532544732093811,-14.620306968688965,-12.275978088378906,-10.284870147705078,-12.393718401590982
275,0.5740596652030945,-8.077471733093262,-8.80642318725586,-9.510872840881348,-8.798255920410156
276,0.7070783376693726,-11.394049644470215,-9.715795516967773,-12.322279930114746,-11.144041697184244
277,0.6557480096817017,-11.076529502868652,-9.137552261352539,-13.421998023986816,-11.212026596069336
278,0.5586401224136353,-6.041062355041504,-8.494827270507812,-10.23715877532959,-8.257682800292969
279,0.6321727633476257,-8.379558563232422,-8.175162315368652,-10.024628639221191,-8.859783172607422
280,0.3290156424045563,-13.189419746398926,-12.96750545501709,-8.831457138061523,-11.66279411315918
281,0.7355846166610718,-9.140460968017578,-7.411746501922607,-13.40129280090332,-9.984500090281168
282,0.6619533896446228,-9.109278678894043,-8.836057662963867,-10.76772689819336,-9.57102108001709
283,0.35119321942329407,-4.936750888824463,-12.860705375671387,-10.720057487487793,-9.50583791732788
284,0.3143341541290283,-13.043155670166016,-10.249165534973145,-11.749412536621094,-11.680577913920084
285,0.300385981798172,-13.15731430053711,-10.93075942993164,-13.594382286071777,-12.560818672180176
